channelreachidpk,channelareaidfk,sdsfeaturedescription,mediaidfk,sdsid,sdsmetadataid,sourceprojection,mileagestart,mileageend,reportedlength,depthmaintained,depthauthorized,widthfrom,widthto,datecreated,sdsfeaturename,dateuploaded,sourceagency,usacedistrictcode,dateloadedenterprise,projectedarea,areasizeuom,channelreachcategory,channelreachtype,epsg,Shape__Area,Shape__Length
CEMVR_IL_LA_MVR_13,CEMVR_IL_LA_MVR,La Grange Pool RM 92 - 93,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{57a9db99-acb6-4958-8bec-432c717cd67e},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,92.000000000000000,93.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4167756.347164410166442,Square Foot,Inland,non_fixed,3436,0.000040881522864,0.040603327604321
CEMVR_IL_LA_MVR_14,CEMVR_IL_LA_MVR,La Grange Pool RM 93 - 94,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{4f1a56ea-6927-41eb-b2b8-5fc04f34aae8},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,93.000000000000000,94.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4038275.121297460049391,Square Foot,Inland,non_fixed,3436,0.000039616079903,0.038575898228732
CEMVR_IL_LA_MVR_15,CEMVR_IL_LA_MVR,La Grange Pool RM 94 - 95,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{62d85178-87fc-4378-8475-8c0661a1ba86},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,94.000000000000000,95.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3648072.537378760054708,Square Foot,Inland,non_fixed,3436,0.000035794899077,0.054372978089920
CEMVR_IL_LA_MVR_16,CEMVR_IL_LA_MVR,La Grange Pool RM 95 - 96,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{310d0ec9-3bb5-414e-b584-44a04fa7f9bf},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,95.000000000000000,96.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3847897.980006659869105,Square Foot,Inland,non_fixed,3436,0.000037762268903,0.043076331222673
CEMVR_IL_LA_MVR_17,CEMVR_IL_LA_MVR,La Grange Pool RM 96 - 97,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{efae35d3-966c-44cc-8a5a-5e05b2142a48},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,96.000000000000000,97.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3328223.457281790208071,Square Foot,Inland,non_fixed,3436,0.000032668712265,0.036366325478833
CEMVR_IL_LA_MVR_18,CEMVR_IL_LA_MVR,La Grange Pool RM 97 - 98,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{9b9e1d80-d96a-46d4-8bae-a819ce2e3471},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,97.000000000000000,98.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3132666.558257440105081,Square Foot,Inland,non_fixed,3436,0.000030753094279,0.040479981528343
CEMVR_IL_LA_MVR_19,CEMVR_IL_LA_MVR,La Grange Pool RM 98 - 99,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{642d4bf7-e61f-4f93-8c7e-56e2378a6748},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,98.000000000000000,99.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3161780.730776419863105,Square Foot,Inland,non_fixed,3436,0.000031040405929,0.048074694998812
CEMVR_IL_LA_MVR_2,CEMVR_IL_LA_MVR,La Grange Pool RM 81 - 82,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{10562265-8298-49a2-940d-4f3207c183f2},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,81.000000000000000,82.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4518840.975584009662271,Square Foot,Inland,non_fixed,3436,0.000044253542001,0.038695749849843
CEMVR_IL_LA_MVR_20,CEMVR_IL_LA_MVR,La Grange Pool RM 99 - 100,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{d04e3c3f-b406-4729-81b3-ab15ecf7c234},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,99.000000000000000,100.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3147777.254105189815164,Square Foot,Inland,non_fixed,3436,0.000030907184055,0.039720888771142
CEMVR_IL_LA_MVR_21,CEMVR_IL_LA_MVR,La Grange Pool RM 100 - 101,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{1068e633-aafd-49af-9724-767548184478},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,100.000000000000000,101.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3249453.707446100190282,Square Foot,Inland,non_fixed,3436,0.000031906706681,0.041428104947454
CEMVR_IL_LA_MVR_22,CEMVR_IL_LA_MVR,La Grange Pool RM 101 - 102,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{14a933df-c021-4c14-9696-a8983ec2e296},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,101.000000000000000,102.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3316548.174576949793845,Square Foot,Inland,non_fixed,3436,0.000032567581002,0.038869666021303
CEMVR_IL_LA_MVR_23,CEMVR_IL_LA_MVR,La Grange Pool RM 102 - 103,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{47954a54-4b5a-4dce-ae9f-33c6b9400b80},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,102.000000000000000,103.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3320503.572026330046356,Square Foot,Inland,non_fixed,3436,0.000032609066693,0.040171875503274
CEMVR_IL_LA_MVR_24,CEMVR_IL_LA_MVR,La Grange Pool RM 103 - 104,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{8d1de8c5-a5de-4eb3-9dc6-79e8c5a69272},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,103.000000000000000,104.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3787820.925027130171657,Square Foot,Inland,non_fixed,3436,0.000037201211626,0.041258034337836
CEMVR_IL_LA_MVR_25,CEMVR_IL_LA_MVR,La Grange Pool RM 104 - 105,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{112eb267-5b2d-4c96-99bb-fa0350acb045},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,104.000000000000000,105.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3817989.870788659900427,Square Foot,Inland,non_fixed,3436,0.000037496608684,0.040786510183962
CEMVR_IL_LA_MVR_26,CEMVR_IL_LA_MVR,La Grange Pool RM 105 - 106,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{d33aa649-acfd-44a2-a8cd-e3511a108bdf},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,105.000000000000000,106.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4132404.084054930135608,Square Foot,Inland,non_fixed,3436,0.000040582944621,0.043374764909805
CEMVR_IL_LA_MVR_27,CEMVR_IL_LA_MVR,La Grange Pool RM 106 - 107,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{cb89ef70-dd31-475b-b79e-ac884192d4e7},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,106.000000000000000,107.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4338875.695935389958322,Square Foot,Inland,non_fixed,3436,0.000042613083451,0.053358442366303
CEMVR_IL_LA_MVR_28,CEMVR_IL_LA_MVR,La Grange Pool RM 107 - 108,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{649c046b-47fd-4b22-8cfc-290a75f28b5f},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,107.000000000000000,108.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,2965759.900701600126922,Square Foot,Inland,non_fixed,3436,0.000029132609143,0.032066342061025
CEMVR_IL_LA_MVR_29,CEMVR_IL_LA_MVR,La Grange Pool RM 108 - 109,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{06e05e4f-d3d3-4680-aa79-2ea65f58aaf4},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,108.000000000000000,109.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3086516.720467180013657,Square Foot,Inland,non_fixed,3436,0.000030324956469,0.033968382555283
CEMVR_IL_LA_MVR_3,CEMVR_IL_LA_MVR,La Grange Pool RM 82 - 83,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{49fde58f-5bdc-48da-87f0-b2dcdf6e9084},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,82.000000000000000,83.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4296440.728175249882042,Square Foot,Inland,non_fixed,3436,0.000042082884192,0.037018274181528
CEMVR_IL_LA_MVR_30,CEMVR_IL_LA_MVR,La Grange Pool RM 109 - 110,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{4546dc8e-3b60-4005-b1d1-201f72bf0480},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,109.000000000000000,110.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3086948.416611460037529,Square Foot,Inland,non_fixed,3436,0.000030334223084,0.039360895369770
CEMVR_IL_LA_MVR_31,CEMVR_IL_LA_MVR,La Grange Pool RM 110 - 111,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{0af1db2a-3666-4634-b3c8-dc08375a9193},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,110.000000000000000,111.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3093468.618410840164870,Square Foot,Inland,non_fixed,3436,0.000030401965660,0.035834157324438
CEMVR_IL_LA_MVR_32,CEMVR_IL_LA_MVR,La Grange Pool RM 111 - 112,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{9248291b-7227-47f6-b3f5-b32d14286717},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,111.000000000000000,112.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3218038.161645830143243,Square Foot,Inland,non_fixed,3436,0.000031632022001,0.036503712675267
CEMVR_IL_LA_MVR_33,CEMVR_IL_LA_MVR,La Grange Pool RM 112 - 113,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{6c8ee0f5-4628-4548-bcc2-5112034fde97},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,112.000000000000000,113.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3292670.540747669991106,Square Foot,Inland,non_fixed,3436,0.000032369180644,0.040274864775059
CEMVR_IL_LA_MVR_34,CEMVR_IL_LA_MVR,La Grange Pool RM 113 - 114,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{f11e53ef-849e-43ec-9ce7-389480009ea7},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,113.000000000000000,114.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4522447.127282470464706,Square Foot,Inland,non_fixed,3436,0.000044460783784,0.048832682105922
CEMVR_IL_LA_MVR_35,CEMVR_IL_LA_MVR,La Grange Pool RM 114 - 115,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{ff8a304c-fb9a-4a2e-895a-fb7ca73c266d},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,114.000000000000000,115.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4397460.715295949950814,Square Foot,Inland,non_fixed,3436,0.000043237972022,0.039702149845380
CEMVR_IL_LA_MVR_36,CEMVR_IL_LA_MVR,La Grange Pool RM 115 - 116,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{ae947f47-4874-42ed-92e1-6eb30130654d},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,115.000000000000000,116.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4273937.997249389998615,Square Foot,Inland,non_fixed,3436,0.000042031701469,0.035596426921847
CEMVR_IL_LA_MVR_37,CEMVR_IL_LA_MVR,La Grange Pool RM 116 - 117,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{d2c373d8-1914-4e07-8665-b224286b3f3c},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,116.000000000000000,117.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4066419.831178090069443,Square Foot,Inland,non_fixed,3436,0.000039998565398,0.037249033843443
CEMVR_IL_LA_MVR_38,CEMVR_IL_LA_MVR,La Grange Pool RM 117 - 118,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{ad6c7537-d84b-4d41-934d-565a5a675334},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,117.000000000000000,118.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4115914.516046660020947,Square Foot,Inland,non_fixed,3436,0.000040491242771,0.038608297925949
CEMVR_IL_LA_MVR_39,CEMVR_IL_LA_MVR,La Grange Pool RM 118 - 119,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{1eaf2da4-d00a-4bbd-840d-a3617439e3e0},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,118.000000000000000,119.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3788596.781853340100497,Square Foot,Inland,non_fixed,3436,0.000037277291540,0.041628748875959
CEMVR_IL_LA_MVR_4,CEMVR_IL_LA_MVR,La Grange Pool RM 83 - 84,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{436e8024-f639-4a0b-888b-c39a27d3d8a8},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,83.000000000000000,84.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4122614.674777280073613,Square Foot,Inland,non_fixed,3436,0.000040388795696,0.037424598477922
CEMVR_IL_LA_MVR_40,CEMVR_IL_LA_MVR,La Grange Pool RM 119 - 120,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{1dc990dd-629b-4aff-8b6f-2e12c1f04cee},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,119.000000000000000,120.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3507375.900946409907192,Square Foot,Inland,non_fixed,3436,0.000034516264350,0.038835875410884
CEMVR_IL_LA_MVR_41,CEMVR_IL_LA_MVR,La Grange Pool RM 120 - 121,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{3d8b741f-ad68-44eb-b5fe-88c21ca545bb},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,120.000000000000000,121.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,4953036.845737909898162,Square Foot,Inland,non_fixed,3436,0.000048753370265,0.058019938820249
CEMVR_IL_LA_MVR_42,CEMVR_IL_LA_MVR,La Grange Pool RM 121 - 122,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{8e706750-9473-43a5-9778-ca572a827bfe},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,121.000000000000000,122.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,5935129.259571329690516,Square Foot,Inland,non_fixed,3436,0.000058430319086,0.074084864328460
CEMVR_IL_LA_MVR_43,CEMVR_IL_LA_MVR,La Grange Pool RM 122 - 123,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{99b5c0e1-4e4e-4e14-99b0-58b82a55b501},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,122.000000000000000,123.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,8097002.615711839869618,Square Foot,Inland,non_fixed,3436,0.000079728814853,0.070803988497909
CEMVR_IL_LA_MVR_44,CEMVR_IL_LA_MVR,La Grange Pool RM 123 - 124,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{ec4ed55b-b12d-40cf-a8b1-22207f54cb15},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,123.000000000000000,124.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3174395.577231280039996,Square Foot,Inland,non_fixed,3436,0.000031263322398,0.033895801092162
CEMVR_IL_LA_MVR_45,CEMVR_IL_LA_MVR,La Grange Pool RM 124 - 125,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{66beff5f-af86-4fdb-af09-8d2279670489},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,124.000000000000000,125.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3192578.891945709940046,Square Foot,Inland,non_fixed,3436,0.000031448714708,0.034251860688523
CEMVR_IL_LA_MVR_46,CEMVR_IL_LA_MVR,La Grange Pool RM 125 - 126,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{dd44c74e-b951-4b97-aa6e-56e7b41fa35e},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,125.000000000000000,126.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3146334.027771169785410,Square Foot,Inland,non_fixed,3436,0.000030999137152,0.036696302807228
CEMVR_IL_LA_MVR_47,CEMVR_IL_LA_MVR,La Grange Pool RM 126 - 127,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{2983da5f-8a45-4812-92c8-5feb20300840},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,126.000000000000000,127.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3435118.171975649893284,Square Foot,Inland,non_fixed,3436,0.000033847863961,0.040433580202174
CEMVR_IL_LA_MVR_48,CEMVR_IL_LA_MVR,La Grange Pool RM 127 - 128,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{1d130b32-05c7-4da0-a9bb-5f7824fbc6c2},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,127.000000000000000,128.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3291740.344354849774390,Square Foot,Inland,non_fixed,3436,0.000032437656500,0.044643543784326
CEMVR_IL_LA_MVR_49,CEMVR_IL_LA_MVR,La Grange Pool RM 128 - 129,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{e7da079f-de22-4bca-8330-c4d6c49a0017},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,128.000000000000000,129.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,IL Waterway La Grange Pool,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,3299547.138017910066992,Square Foot,Inland,non_fixed,3436,0.000032517423278,0.040790551569460
