SURVEYJOBIDPK,SDSID,SDSFEATURENAME,SDSFEATUREDESCRIPTION,SDSMETADATAID,MEDIAIDFK,SURVEYTYPE,SURVEY_YEAR,DATE_START,DATE_END,DN_RIV_MIL,UP_RIV_MIL,RIVER,POOL,SURVEY_VESSEL,SURVEY_LOCATION,DATA_DENSITY,WATER_SURFACE,WS_DATUM,STAGE,LOL_SURFACE,LABOR_SOURCE,PLOT_LINK,POINT_COUNT,Z_MIN,Z_MAX,Z_MEAN,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
MVRUM16_47974799_12A,,Sunset Marina,,,,conditional,2012,20120314,20120314,479.7,479.9,Mississippi_River,16,COOT,HARBOR,50,549.7,MSL 1912,4.7,545,Hired_Labor,,11789,-10.2,4.7,-3.84380355,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47524769_06A,,LINWOOD TO HORSE ISLAND LOWER,,,,conditional,2006,20060511,20060511,475.2,476.9,Mississippi_River,16,HINDS,CHANNEL,200,550.2,MSL 1912,5.2,545,Hired_Labor,,18421,-18.4,-0.1,-10.40723631,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47974800_08A,,SUNSET MARINA,,,,conditional,2008,20080325,20080325,479.7,480,Mississippi_River,16,HINDS,PERIPHERAL,5,551.3,MSL 1912,6.3,545,Hired_Labor,,18059,-12.7,3.02,-4.3093261,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21532170_13B,,Clark Island,,,,conditional,2013,20130827,20130827,216,217,Illinois_Waterway,PE,HOLLING,CHANNEL,200,441.1,NGVD 29,1,440,Hired_Labor,,8400,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_16291803_99A,,PEORIA LAKE,,,,Other,1999,19980714,19990511,162.9,180.3,Illinois_Waterway,PE,MACKINAW,PERIPHERAL,500,446.2,NGVD 29,6.2,440,Hired_Labor,,647650,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_23022311_00A,,STARVED ROCK LOCK LOWER,,,,conditional,2000,20000417,20000417,230.2,231.1,Illinois_Waterway,PE,MACKINAW,CHANNEL,50,442.7,NGVD 29,2.7,440,Hired_Labor,,5202,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_19601965_08A,,HENRY,,,,beforeDredging,2008,20080319,20080319,196,196.5,Illinois_Waterway,PE,HOLLING,CHANNEL,5,445.4,NGVD 29,5.4,440,Hired_Labor,,14104,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_22992310_13A,,Starved Rock Lower,,,,conditional,2013,20130701,20130701,229.9,231,Illinois_Waterway,PE,HOLLING,CHANNEL,5,451.1,NGVD 29,10.8,440,Hired_Labor,,15590,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21912206_15A,,Huse Slough,,,,conditional,2015,20150714,20150714,219.1,220.6,Illinois_Waterway,PE,COOT,CHANNEL,200,455.5,NGVD 29,15.3,440,Hired_Labor,,8497,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_23222326_12C,,Delbridge Island Daymark,,,,afterDredging,2012,20120516,20120516,232.2,232.6,Illinois_Waterway,SR,HOLLING,CHANNEL,5,459,NGVD 29,0.5,458.5,Hired_Labor,,7510,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_24042410_15E,,Bull's Island Lower,,,,afterDredging,2015,20150909,20150909,240.4,241,Illinois_Waterway,SR,HOLLING,CHANNEL,5,459.5,NGVD 29,1,458.5,Hired_Labor,,44442,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_24102420_08C,,BULLS ISLAND UPPER,,,,conditional,2008,20081010,20081010,241,242,Illinois_Waterway,SR,COOT,CHANNEL,100,459.4,NGVD 29,0.9,458.5,Hired_Labor,,5978,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_23122320_01A,,STARVED ROCK BACK CHANNEL,,,,conditional,2001,20010917,20010917,231.2,232,Illinois_Waterway,SR,MACKINAW,PERIPHERAL,200,458.9,NGVD 29,0.4,458.5,Hired_Labor,,6113,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_23102316_13A,,Starved Rock Lock Upper,,,,conditional,2013,20130509,20130509,231,231.6,Illinois_Waterway,SR,HOLLING,CHANNEL,50,458.9,NGVD 29,0.4,458.5,Hired_Labor,,23140,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_24022417_03C,,BULLS ISLAND BEND,,,,conditional,2003,20030724,20030724,240.2,241.7,Illinois_Waterway,SR,HOLLING,CHANNEL,5,461.1,NGVD 29,2.6,458.5,Hired_Labor,,34884,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_24402447_01A,,MARSEILLES LOCK LOWER,,,,conditional,2001,20010327,20010403,244,244.7,Illinois_Waterway,SR,MACKINAW,CHANNEL,50,459.3,NGVD 29,1.4,458.5,Hired_Labor,,5870,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_48004829_04B,,CREDIT ISLAND TO LOCK 15 LOWER,,,,conditional,2004,20040811,20040811,480,482.8,Mississippi_River,16,HINDS,CHANNEL,200,547.5,MSL 1912,2.5,545,Hired_Labor,,35729,-19.72,-0.89,-10.60249657,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_46054617_05A,,HERSHEY CHUTE MIDDLE TO HERSHEY CHUTE UPPER,,,,conditional,2005,20050727,20050727,460.5,461.6,Mississippi_River,16,HINDS,CHANNEL,200,545,MSL 1912,0,545,Hired_Labor,,13794,-22.11,-3.58,-13.84481514,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_46494649_14A,,Shady Creek Park Boat Launch,,,,conditional,2014,20140424,20140424,464.9,464.9,Mississippi_River,16,COOT,PERIPHERAL,25,550.2,MSL 1912,5.2,545,Hired_Labor,,1563,-12.3,2.1,-4.78925144,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_48254829_02A,,Lock 15 Lower,,,,conditional,2002,20020501,20020501,482.5,482.9,Mississippi_River,16,SWEATT,CHANNEL,200,556.7,MSL 1912,11.7,545,Hired_Labor,,42107,-25.16,7.54,-9.52625217,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21452160_10B,,NEGRO CREEK TO CLARK ISLAND,,,,conditional,2010,20101104,20101104,214.5,216,Illinois_Waterway,PE,COOT,CHANNEL,200,441.3,NGVD 29,0.2,440,Hired_Labor,,5537,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21702180_13A,,Spring Valley Lower,,,,conditional,2013,20130904,20130904,217,218,Illinois_Waterway,PE,HOLLING,CHANNEL,200,440.8,NGVD 29,0.7,440,Hired_Labor,,2319,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_24222432_09A,,MILIKEN CREEK TO MARSEILLES LOCK DAYMARK,,,,beforeDredging,2009,20091006,20091006,243.2,242.2,Illinois_Waterway,SR,HOLLING,CHANNEL,5,459,NGVD 29,0.5,458.5,Hired_Labor,,31681,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_23122312_02A,,STARVED ROCK LOCK UPPER BOAT RAMP,,,,beforeDredging,2002,20020912,20020912,231.2,231.2,Illinois_Waterway,SR,HOLLING,PERIPHERAL,5,458.5,NGVD 29,0,458.5,Hired_Labor,,162,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_18441900_01A,,BENNETTS LANDING TO LACON,,,,conditional,2001,20010508,20010509,184.4,190,Illinois_Waterway,PE,MACKINAW,CHANNEL,200,440.9,NGVD 29,0.9,440,Hired_Labor,,27379,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_22992309_06B,,PLUM ISLAND TO STARVED ROCK LOWER,,,,beforeDredging,2006,20060726,20060726,229.9,230.9,Illinois_Waterway,PE,HOLLING,CHANNEL,5,442,NGVD 29,1.7,440,Hired_Labor,,16380,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_23002309_08C,,PLUM ISLAND TO STARVED ROCK LOWER,,,,conditional,2008,20080827,20080827,230,230.9,Illinois_Waterway,PE,COOT,CHANNEL,100,440.7,NGVD 29,0.4,440,Hired_Labor,,4423,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_16271635_09A,,FARM CREEK,,,,conditional,2009,20091027,20091027,163.5,162.7,Illinois_Waterway,PE,HOLLING,CHANNEL,5,443.2,NGVD 29,3.2,440,Hired_Labor,,24439,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_15771577_01A,,Peoria Lock Periodic,,,,Periodic,2001,20011107,20011107,157.7,157.7,Illinois_Waterway,PE,MACKINAW,examinationSurvey,50,440.4,NGVD 29,0.4,440,Hired_Labor,,1085,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_20002010_08B,,WILLOW ISLAND,,,,conditional,2008,20080902,20080902,200,201,Illinois_Waterway,PE,COOT,CHANNEL,100,440,NGVD 29,0.1,440,Hired_Labor,,5730,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_16421642_09A,,CORPS OF ENGINEERS PEORIA BOAT YARD,,,,conditional,2009,20090902,20090902,164.2,164.2,Illinois_Waterway,PE,HOLLING,HARBOR,5,440,NGVD 29,0,440,Hired_Labor,,18867,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_23032310_00B,,STARVED ROCK LOCK LOWER,,,,PostDredge,2000,20000817,20000817,230.3,231,Illinois_Waterway,PE,COOT,CHANNEL,50,440.8,NGVD 29,0.5,440,Hired_Labor,,8989,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_23122355_00A,,STARVED ROCK LOCK UPPER TO COVEL CREEK,,,,conditional,2000,20001025,20001026,231.2,235.5,Illinois_Waterway,SR,MACKINAW,CHANNEL,200,458.7,NGVD 29,0.2,458.5,Hired_Labor,,24635,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_23102312_99A,,STARVED ROCK LOCK UPPER,,,,examinationSurvey,1999,19991220,19991220,231,231.2,Illinois_Waterway,SR,MACKINAW,LOCK_DAM,25,458.8,NGVD 29,0.3,458.5,Hired_Labor,,10193,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_24142419_08B,,BULLS ISLAND UPPER,,,,afterDredging,2008,20080519,20080519,241.4,241.9,Illinois_Waterway,SR,HOLLING,CHANNEL,5,459.7,NGVD 29,1.2,458.5,Hired_Labor,,10760,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_24202426_09A,,HERITAGE Harbor,,,,conditional,2009,20090611,20090611,242,242.6,Illinois_Waterway,SR,HOLLING,CHANNEL,5,459.6,NGVD 29,1.1,458.5,Hired_Labor,,11319,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_46004610_10A,,HERSHEY CHUTE MIDDLE TO HERSEHY CHUTE UPPER,,,,conditional,2010,20100819,20100819,460,461,Mississippi_River,16,COOT,CHANNEL,200,545.2,MSL 1912,0.2,545,Hired_Labor,,5707,-20.48,-3.56,-13.30849658,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_48244827_09A,,SYLVAN SLOUGH ENTRANCE,,,,conditional,2009,20090324,20090324,482.4,482.7,Mississippi_River,16,COOT,PERIPHERAL,50,551,MSL 1912,6,545,Hired_Labor,,2752,-11.6,2.7,-5.65657703,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_46884698_11A,,MONTPELIER UPPER TO ANDALUSIA ISLAND,,,,conditional,2011,20110918,20110918,468.8,469.8,Mississippi_River,16,COOT,CHANNEL,200,545.4,MSL 1912,0.4,545,Hired_Labor,,8094,-17.57,-2.77,-11.99551025,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21652175_09A,,SPRING VALLEY LOWER,,,,beforeDredging,2009,20090707,20090707,216.5,217.5,Illinois_Waterway,PE,HOLLING,CHANNEL,5,443.2,NGVD 29,3.1,440,Hired_Labor,,33140,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_23012309_00E,,STARVED ROCK LOCK LOWER,,,,conditional,2000,20001206,20001206,230.1,230.9,Illinois_Waterway,PE,MACKINAW,CHANNEL,50,441.3,NGVD 29,1,440,Hired_Labor,,7768,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21642191_01A,,SPRING VALLEY,,,,conditional,2001,20010516,20010522,216.4,219.1,Illinois_Waterway,PE,MACKINAW,CHANNEL,200,442.5,NGVD 29,2.4,440,Hired_Labor,,14569,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21442152_15D,,Starved Rock Lower to Negro Creek,,,,conditional,2015,20151026,20151026,214.4,215.2,Illinois_Waterway,PE,HOLLING,CHANNEL,100,440.7,NGVD 29,0.6,440,Hired_Labor,,11878,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_23012309_00D,,STARVED ROCK LOCK LOWER,,,,PostDredge,2000,20001101,20001101,230.1,230.9,Illinois_Waterway,PE,MACKINAW,CHANNEL,50,440.5,NGVD 29,0.2,440,Hired_Labor,,9916,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_22742286_07A,,DEER PARK LIGHT,,,,conditional,2007,20070522,20070522,227.4,228.6,Illinois_Waterway,PE,HOLLING,CHANNEL,5,441.9,NGVD 29,1.6,440,Hired_Labor,,31190,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_15751580_06A,,Peoria Lock Upper,,,,Periodic,2006,20060421,20060421,157.7,158,Illinois_Waterway,PE,HOLLING,examinationSurvey,5,441.1,NGVD 29,1.1,440,Hired_Labor,,52930,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_16281631_99A,,FARM CREEK,,,,conditional,1999,19990727,19990727,162.8,163.1,Illinois_Waterway,PE,MACKINAW,CHANNEL,100,440.5,NGVD 29,0.5,440,Hired_Labor,,2693,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_24022418_02B,,BULLS ISLAND,,,,beforeDredging,2002,20021010,20021010,240.2,241.8,Illinois_Waterway,SR,HOLLING,CHANNEL,5,459.2,NGVD 29,0.7,458.5,Hired_Labor,,35530,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWSR_24322445_09A,,MARSEILLES LOCK DAYMARK TO MARSEILLES LOCK LOWER,,,,conditional,2009,20091006,20091006,244.5,243.2,Illinois_Waterway,SR,HOLLING,CHANNEL,5,459,NGVD 29,0.5,458.5,Hired_Labor,,23267,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_16421642_08A,,PEORIA BOAT YARD,,,,conditional,2008,20080610,20080610,164.2,164.2,Illinois_Waterway,PE,HOLLING,HARBOR,5,444.8,NGVD 29,4.8,440,Hired_Labor,,22006,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21532160_15D,,Clark Island,,,,PostDredge,2015,20150915,20150915,215.3,216,Illinois_Waterway,PE,HOLLING,CHANNEL,5,441.5,NGVD 29,1.4,440,Hired_Labor,,108632,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21562165_04C,,CLARK ISLAND,,,,conditional,2004,20040811,20040811,215.5,216.5,Illinois_Waterway,PE,HOLLING,CHANNEL,5,440.9,NGVD 29,0.8,440,Hired_Labor,,22526,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_22602275_04B,,VERMILLION RIVER TO DEER PARK LIGHT,,,,conditional,2004,20040823,20040823,226,227.5,Illinois_Waterway,PE,HOLLING,CHANNEL,200,441.3,NGVD 29,1.1,440,Hired_Labor,,35624,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_48004814_07B,,CREDIT ISLAND TO CRESCENT BRIDGE,,,,conditional,2007,20071024,20071024,480,481.4,Mississippi_River,16,COOT,CHANNEL,100,551.5,MSL 1912,6.5,545,Hired_Labor,,15068,-15.7,1.2,-10.22242501,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47974799_07A,,SUNSET MARINA AND ENTRANCE,,,,conditional,2007,20070613,20071613,479.7,479.9,Mississippi_River,16,COOT,PERIPHERAL,50,548.7,MSL 1912,3.7,545,Hired_Labor,,6334,-10.3,2,-4.35056836,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_46204637_00A,,CISCO CHUTE,,,,conditional,2000,20000719,20000719,462,463.7,Mississippi_River,16,COOT,PERIPHERAL,50,546.3,MSL 1912,1.3,545,Hired_Labor,,32690,-27.05,-1.09,-8.95037259,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_48254828_05C,,Lock 15 Lower,,,,conditional,2005,20050601,20050601,482.5,482.8,Mississippi_River,16,COOT,CHANNEL,50,550.6,MSL 1912,5.6,545,Hired_Labor,,1808,-18.4,-8.1,-10.77903761,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47184727_00C,,BUFFALO LOWER,,,,beforeDredging,2000,20000918,20000918,471.8,472.7,Mississippi_River,16,COOT,CHANNEL,200,547,MSL 1912,2,545,Hired_Labor,,10739,-16.6,-1.36,-10.23375547,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_48054809_12E,,Credit Island,,,,conditional,2012,20120829,20120829,480.5,480.9,Mississippi_River,16,HINDS,CHANNEL,50,546.1,MSL 1912,1.1,545,Hired_Labor,,11743,-17.36,-2.62,-10.02151495,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_17861786_00B,,HAMMS Harbor,,,,conditional,2000,20000601,20000601,178.6,178.6,Illinois_Waterway,PE,MACKINAW,HARBOR,50,441.4,NGVD 29,1.4,440,Hired_Labor,,467,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_22352250_03A,,LASALLE BEND,,,,conditional,2003,20030325,20030325,223.5,225,Illinois_Waterway,PE,COOT,CHANNEL,200,442,NGVD 29,1.7,440,Hired_Labor,,4731,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_18101820_09B,,CHILLICOTHE TO CHILLICOTHE RAILROAD BRIDGE,,,,conditional,2009,20091028,20091028,182,181,Illinois_Waterway,PE,HOLLING,CHANNEL,5,444,NGVD 29,4,440,Hired_Labor,,32767,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_22372247_08A,,LASALLE BEND,,,,conditional,2008,20080828,20080828,223.7,224.7,Illinois_Waterway,PE,COOT,CHANNEL,100,440.9,NGVD 29,0.7,440,Hired_Labor,,5722,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_19601971_09A,,HENRY,,,,conditional,2009,20090714,20090714,196,197.1,Illinois_Waterway,PE,HOLLING,CHANNEL,5,440.9,NGVD 29,0.9,440,Hired_Labor,,33713,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_18521883_02A,,SAWYERS SLOUGH,,,,conditional,2002,20020619,20020619,185.2,188.3,Illinois_Waterway,PE,COOT,PERIPHERAL,200,444.2,NGVD 29,4.2,440,Hired_Labor,,67328,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21932205_00A,,HUSE SLOUGH,,,,conditional,2000,20000222,20000222,219.3,220.5,Illinois_Waterway,PE,20,CHANNEL,200,441.2,NGVD 29,1.1,440,Hired_Labor,,24549,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_16421642_07B,,PEORIA BOAT DREDGE,,,,PostDredge,2007,20070312,20070312,164.2,164.2,Illinois_Waterway,PE,HOLLING,HARBOR,5,446.1,NGVD 29,6.1,440,Hired_Labor,,4293,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_23002309_03D,,STARVED ROCK LOCK LOWER,,,,beforeDredging,2003,20031001,20031001,230,230.9,Illinois_Waterway,PE,COOT,CHANNEL,100,441.1,NGVD 29,0.8,440,Hired_Labor,,4725,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_46084622_09B,,HERSHEY CHUTE UPPER,,,,conditional,2009,20090805,20090805,460.8,462.1,Mississippi_River,16,HINDS,CHANNEL,200,545.7,MSL 1912,0.7,545,Hired_Labor,,18357,-27.1,-2.7,-15.20507163,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47194730_04A,,BUFFALO LOWER TO BUFFALO UPPER,,,,conditional,2004,20040712,20040712,471.9,473,Mississippi_River,16,HINDS,CHANNEL,200,548.3,MSL 1912,3.3,545,Hired_Labor,,14408,-20.11,-4.72,-11.58939617,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47184733_12B,,Buffalo Lower to Buffalo Upper,,,,conditional,2012,20120731,20120731,471.8,473.3,Mississippi_River,16,COOT,CHANNEL,200,545.8,MSL 1912,0.8,545,Hired_Labor,,9182,-18.97,-5.16,-11.39005881,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_45724574_11A,,Lock 16 Upper,,,,examinationSurvey,2011,20111116,20111117,456.9,457.4,Mississippi_River,16,HINDS,LOCK AND DAM,50,544.7,MSL 1912,0.3,545,Hired_Labor,,16697,-38.1,-6.3,-21.89019584,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47554765_02A,,HORSE ISLAND LOWER,,,,conditional,2002,20020502,20020502,475.5,476.5,Mississippi_River,16,SWEATT,CHANNEL,200,553.5,MSL 1912,8.5,545,Hired_Labor,,9947,-14.8,0.84,-9.30808083,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_45964620_02B,,HERSHEY CHUTE MIDDLE TO HERSHEY CHUTE UPPER,,,,conditional,2002,20020730,20020731,459.6,462,Mississippi_River,16,HOLLING,CHANNEL,5,546.7,MSL 1912,1.7,545,Hired_Labor,,39838,-27.06,-3.34,-14.02869973,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47304730_09C,,Andalusia Boat Harbor,,,,beforeDredging,2009,20091124,20091124,473,473,Mississippi_River,16,HOLLING,HARBOR,200,547,MSL 1912,2,545,Hired_Labor,,969,-8.75,-0.86,-2.88422085,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_18051815_08A,,CHILLICOTHE,,,,conditional,2007,20080513,20080513,180.5,181.5,Illinois_Waterway,PE,HOLLING,CHANNEL,5,442.1,NGVD 29,2.1,440,Hired_Labor,,31183,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_15791580_13A,,Peoria Lock Upper,,,,conditional,2013,20130912,20130912,157.9,158,Illinois_Waterway,PE,COOT,CHANNEL,50,440.3,NGVD 29,0.3,440,Hired_Labor,,1172,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21532162_15A,,Clark Island,,,,conditional,2015,20150714,20150714,215.3,216.2,Illinois_Waterway,PE,COOT,CHANNEL,200,455,NGVD 29,14.9,440,Hired_Labor,,4724,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_22602290_15A,,Vermillion River to Utica Highway Bridge,,,,conditional,2015,20150903,20150903,226,229,Illinois_Waterway,PE,HOLLING,CHANNEL,5,441.3,NGVD 29,1,440,Hired_Labor,,159949,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,1/24/2018 16:39
MVRIWPE_19001956_01A,,FISHERS SLOUGH TO HENRY ISLAND UPPER,,,,conditional,2001,20010509,20010509,190,195.6,Illinois_Waterway,PE,MACKINAW,CHANNEL,200,441,NGVD 29,1,440,Hired_Labor,,27075,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21552159_11C,,CLARK ISLAND,,,,PostDredge,2011,20111025,20111025,215.5,215.9,Illinois_Waterway,PE,HOLLING,CHANNEL,5,441.2,NGVD 29,1.1,440,Hired_Labor,,4650,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21852186_07A,,SPRING VALLEY BOAT CLUB,,,,conditional,2007,20070530,20070530,218.5,218.6,Illinois_Waterway,PE,HOLLING,HARBOR,200,441.9,NGVD 29,1.8,440,Hired_Labor,,5463,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_17241731_14A,,Blue Creek Lower to Blue Creek,,,,conditional,2014,20140707,20140707,172.4,173.1,Illinois_Waterway,PE,HOLLING,CHANNEL,200,447.4,NGVD 29,7.4,440,Hired_Labor,,3298,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21152125_07A,,ILLINOIS POWER TO LYONS LAKE,,,,conditional,2007,20071106,20071106,211.5,212.5,Illinois_Waterway,PE,HOLLING,CHANNEL,5,440.8,NGVD 29,0.7,440,Hired_Labor,,28443,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21532158_09C,,CLARK ISLAND,,,,beforeDredging,2009,20090929,20090929,215.8,215.3,Illinois_Waterway,PE,HOLLING,CHANNEL,5,440.8,NGVD 29,0.7,440,Hired_Labor,,13892,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
